19.475	18.603	6.196	18.715	21.405	1.923	41
19.475	14.331	8.836	19.475	18.603	6.196	42
21.961	15.139	5.367	19.475	14.331	8.836	43
21.961	15.139	5.367	23.538	13.011	1.923	44
21.961	15.139	5.367	21.986	17.787	1.923	45
21.986	10.874	6.196	21.961	15.139	5.367	46
21.986	10.874	6.196	23.018	8.162	1.923	47
23.538	13.011	1.923	21.986	10.874	6.196	48
23.018	8.162	1.923	23.538	13.011	1.923	49
20.589	6.574	6.196	23.018	8.162	1.923	50
20.589	6.574	6.196	20.589	3.933	1.923	51
18.062	3.139	5.367	20.589	6.574	6.196	52
18.062	3.139	5.367	16.525	0.981	1.923	53
18.062	3.139	5.367	20.589	3.933	1.923	54
14.014	1.797	6.196	18.062	3.139	5.367	55
16.525	0.981	1.923	14.014	1.797	6.196	56
11.753	-0.023	1.923	16.525	0.981	1.923	57
9.492	1.797	6.196	11.753	-0.023	1.923	58
9.492	1.797	6.196	6.981	0.981	1.923	59
14.014	1.797	6.196	9.492	1.797	6.196	60
14.014	1.797	6.196	11.753	-0.023	1.923	61
11.753	4.537	9.536	14.014	1.797	6.196	62
11.753	4.537	9.536	14.265	8.365	11.214	63
11.753	4.537	9.536	9.242	8.365	11.214	64
11.753	4.537	9.536	16.525	5.254	8.836	65
11.753	4.537	9.536	6.981	5.254	8.836	66
11.753	4.537	9.536	9.492	1.797	6.196	67
6.981	5.254	8.836	9.492	1.797	6.196	68
6.981	5.254	8.836	9.242	8.365	11.214	69
5.444	3.139	5.367	6.981	5.254	8.836	70
5.444	3.139	5.367	9.492	1.797	6.196	71
14.265	8.365	11.214	9.242	8.365	11.214	72
11.753	11.822	12	14.265	8.365	11.214	73
9.242	8.365	11.214	11.753	11.822	12	74
9.242	8.365	11.214	7.69	13.142	11.214	75
7.69	13.142	11.214	11.753	16.095	11.214	76
7.471	17.715	9.536	7.69	13.142	11.214	77
7.471	17.715	9.536	11.753	16.095	11.214	78
7.471	17.715	9.536	11.753	19.941	8.836	79
7.471	17.715	9.536	7.69	21.261	6.196	80
7.471	17.715	9.536	4.032	18.603	6.196	81
7.471	17.715	9.536	4.032	14.331	8.836	82
4.032	18.603	6.196	4.032	14.331	8.836	83
4.032	14.331	8.836	7.69	13.142	11.214	84
11.753	11.822	12	7.69	13.142	11.214	85
11.753	11.822	12	15.817	13.142	11.214	86
11.753	11.822	12	11.753	16.095	11.214	87
11.753	16.095	11.214	15.817	13.142	11.214	88
11.753	19.941	8.836	11.753	16.095	11.214	89
11.753	19.941	8.836	11.753	22.555	5.367	90
11.753	22.555	5.367	9.242	23.398	1.923	91
11.753	22.555	5.367	7.69	21.261	6.196	92
4.791	21.405	1.923	9.242	23.398	1.923	93
9.242	23.398	1.923	14.265	23.398	1.923	94
18.715	21.405	1.923	21.986	17.787	1.923	95
23.538	13.011	1.923	21.986	17.787	1.923	96
15.817	13.142	11.214	14.265	8.365	11.214	97
18.681	9.571	9.536	15.817	13.142	11.214	98
18.681	9.571	9.536	21.986	10.874	6.196	99
18.681	9.571	9.536	20.589	6.574	6.196	100
18.681	9.571	9.536	14.265	8.365	11.214	101
18.681	9.571	9.536	19.475	14.331	8.836	102
18.681	9.571	9.536	16.525	5.254	8.836	103
14.014	1.797	6.196	16.525	5.254	8.836	104
16.525	5.254	8.836	20.589	6.574	6.196	105
16.525	5.254	8.836	18.062	3.139	5.367	106
14.265	8.365	11.214	16.525	5.254	8.836	107
20.589	6.574	6.196	21.986	10.874	6.196	108
21.986	10.874	6.196	19.475	14.331	8.836	109
15.817	13.142	11.214	19.475	14.331	8.836	110
11.753	-0.023	1.923	6.981	0.981	1.923	111
2.917	3.933	1.923	6.981	0.981	1.923	112
16.525	0.981	1.923	20.589	3.933	1.923	113
23.018	8.162	1.923	20.589	3.933	1.923	114
21.961	15.139	5.367	19.475	18.603	6.196	115
19.475	18.603	6.196	15.817	21.261	6.196	116
-0.032	13.011	1.923	1.52	17.787	1.923	117
0.488	8.162	1.923	-0.032	13.011	1.923	118
14.265	23.398	1.923	18.715	21.405	1.923	119
